9145.6
9254.26
9408.33
9360.81
9118
9293.17
9300
9150
9161.03
9080
9075.37
9094.33
9159.13
9050
9105.26
9083.86
9146.89
9205.94
9265
9300
9800
9170
9107.76
9110.15
9098.14
9114.4
9132.2
9150
9150
9100
9100
9104.06
9143.97
9228.46
9269.23
9310
9216.55
9337.21
9220
9260
9200
9242.1
9284.19
9150
9200
9250
9430
9400
9231.37
9313.82
9396.27
9387.5
9332.61
9600
9260
9449.15
9410.29
9425
9300
9490.92
9327.29
9363
9200
9250
9200
9295
9435.71
9344
9368
9350
9293.07
9300
9257
9371.28
9396.36
9194
9197
9214
9200
9215.9
9000
9143.24
9040
9218
9200
9350
9300
9300
9250
9250
9244.3
9195
9205.37
9243
9200
9179.34
9254.68
9280
9060
9400
9320.76
9382.88
9412.44
9445
9442
9511.5
9581
9572
9500
9614
9400
9622
9621
9653
9635
9620.84
